WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:48 | (V(187499), view 187499, seq 374 *): Updated to view 187499
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187499
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187499
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187499, seq 374 *): Starting change to view 187500
INFO  | pbft_engine::node:48 | (V(187500), view 187500, seq 374): Updated to view 187500
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187500
INFO  | pbft_engine::node:39 | (PP, view 187500, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187500, seq 374): Starting change to view 187501
INFO  | pbft_engine::node:48 | (V(187501), view 187501, seq 374): Updated to view 187501
INFO  | pbft_engine::node:39 | (PP, view 187501, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187501, seq 374): Starting change to view 187502
INFO  | pbft_engine::node:48 | (V(187502), view 187502, seq 374): Updated to view 187502
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187502
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187502, seq 374): Starting change to view 187503
INFO  | pbft_engine::node:48 | (V(187503), view 187503, seq 374): Updated to view 187503
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187503, seq 374): Starting change to view 187504
INFO  | pbft_engine::node:48 | (V(187504), view 187504, seq 374 *): Updated to view 187504
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187504
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187504
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187504, seq 374 *): Starting change to view 187505
INFO  | pbft_engine::node:48 | (V(187505), view 187505, seq 374): Updated to view 187505
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187505, seq 374): Starting change to view 187506
INFO  | pbft_engine::node:48 | (V(187506), view 187506, seq 374): Updated to view 187506
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187506
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187506, seq 374): Starting change to view 187507
INFO  | pbft_engine::node:48 | (V(187507), view 187507, seq 374): Updated to view 187507
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187507, seq 374): Starting change to view 187508
INFO  | pbft_engine::node:48 | (V(187508), view 187508, seq 374): Updated to view 187508
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187508, seq 374): Starting change to view 187509
INFO  | pbft_engine::node:48 | (V(187509), view 187509, seq 374 *): Updated to view 187509
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187509
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187509
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187509, seq 374 *): Starting change to view 187510
INFO  | pbft_engine::node:48 | (V(187510), view 187510, seq 374): Updated to view 187510
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187510, seq 374): Starting change to view 187511
INFO  | pbft_engine::node:48 | (V(187511), view 187511, seq 374): Updated to view 187511
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187511, seq 374): Starting change to view 187512
INFO  | pbft_engine::node:48 | (V(187512), view 187512, seq 374): Updated to view 187512
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187512
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187512, seq 374): Starting change to view 187513
INFO  | pbft_engine::node:48 | (V(187513), view 187513, seq 374): Updated to view 187513
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187513, seq 374): Starting change to view 187514
INFO  | pbft_engine::node:48 | (V(187514), view 187514, seq 374 *): Updated to view 187514
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187514
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187514
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187514, seq 374 *): Starting change to view 187515
INFO  | pbft_engine::node:48 | (V(187515), view 187515, seq 374): Updated to view 187515
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187515, seq 374): Starting change to view 187516
INFO  | pbft_engine::node:48 | (V(187516), view 187516, seq 374): Updated to view 187516
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187516, seq 374): Starting change to view 187517
INFO  | pbft_engine::node:48 | (V(187517), view 187517, seq 374): Updated to view 187517
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187517
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187517, seq 374): Starting change to view 187518
INFO  | pbft_engine::node:48 | (V(187518), view 187518, seq 374): Updated to view 187518
INFO  | pbft_engine::node:39 | (PP, view 187518, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187518, seq 374): Starting change to view 187519
INFO  | pbft_engine::node:48 | (V(187519), view 187519, seq 374 *): Updated to view 187519
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187519
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187519
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187519, seq 374 *): Starting change to view 187520
INFO  | pbft_engine::node:48 | (V(187520), view 187520, seq 374): Updated to view 187520
INFO  | pbft_engine::node:39 | (PP, view 187520, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187520, seq 374): Starting change to view 187521
INFO  | pbft_engine::node:48 | (V(187521), view 187521, seq 374): Updated to view 187521
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187521, seq 374): Starting change to view 187522
INFO  | pbft_engine::node:48 | (V(187522), view 187522, seq 374): Updated to view 187522
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187522
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187522, seq 374): Starting change to view 187523
INFO  | pbft_engine::node:48 | (V(187523), view 187523, seq 374): Updated to view 187523
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187523
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187523
INFO  | pbft_engine::node:39 | (PP, view 187523, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187523, seq 374): Starting change to view 187524
INFO  | pbft_engine::node:48 | (V(187524), view 187524, seq 374 *): Updated to view 187524
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187524
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187524
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187524, seq 374 *): Starting change to view 187525
INFO  | pbft_engine::node:48 | (V(187525), view 187525, seq 374): Updated to view 187525
INFO  | pbft_engine::node:39 | (PP, view 187525, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187525, seq 374): Starting change to view 187526
INFO  | pbft_engine::node:48 | (V(187526), view 187526, seq 374): Updated to view 187526
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187526, seq 374): Starting change to view 187527
INFO  | pbft_engine::node:48 | (V(187527), view 187527, seq 374): Updated to view 187527
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187527
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187527, seq 374): Starting change to view 187528
INFO  | pbft_engine::node:48 | (V(187528), view 187528, seq 374): Updated to view 187528
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187528, seq 374): Starting change to view 187529
INFO  | pbft_engine::node:48 | (V(187529), view 187529, seq 374 *): Updated to view 187529
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187529
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187529
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187529, seq 374 *): Starting change to view 187530
INFO  | pbft_engine::node:48 | (V(187530), view 187530, seq 374): Updated to view 187530
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187530, seq 374): Starting change to view 187531
INFO  | pbft_engine::node:48 | (V(187531), view 187531, seq 374): Updated to view 187531
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187531, seq 374): Starting change to view 187532
INFO  | pbft_engine::node:48 | (V(187532), view 187532, seq 374): Updated to view 187532
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187532, seq 374): Starting change to view 187533
INFO  | pbft_engine::node:48 | (V(187533), view 187533, seq 374): Updated to view 187533
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187533, seq 374): Starting change to view 187534
INFO  | pbft_engine::node:48 | (V(187534), view 187534, seq 374 *): Updated to view 187534
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187534
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187534
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187534, seq 374 *): Starting change to view 187535
INFO  | pbft_engine::node:48 | (V(187535), view 187535, seq 374): Updated to view 187535
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187535, seq 374): Starting change to view 187536
INFO  | pbft_engine::node:48 | (V(187536), view 187536, seq 374): Updated to view 187536
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187536, seq 374): Starting change to view 187537
INFO  | pbft_engine::node:48 | (V(187537), view 187537, seq 374): Updated to view 187537
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187537
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187537
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187537, seq 374): Starting change to view 187538
INFO  | pbft_engine::node:48 | (V(187538), view 187538, seq 374): Updated to view 187538
INFO  | pbft_engine::node:39 | (PP, view 187538, seq 374): Received f + 1 ViewChange messages; starting early view change
INFO  | pbft_engine::node:16 | (PP, view 187538, seq 374): Starting change to view 187539
INFO  | pbft_engine::node:48 | (V(187539), view 187539, seq 374 *): Updated to view 187539
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187539
DEBUG | pbft_engine::node:37 | Ignoring stale view change message for view 187539
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187539, seq 374 *): Starting change to view 187540
INFO  | pbft_engine::node:48 | (V(187540), view 187540, seq 374): Updated to view 187540
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
INFO  | pbft_engine::node:16 | (PP, view 187540, seq 374): Starting change to view 187541
INFO  | pbft_engine::node:48 | (V(187541), view 187541, seq 374): Updated to view 187541
WARN  | pbft_engine::engine: | Idle timeout expired; proposing view change
